0	1	2	3	4	5	6	7	8	9	10	11	12	x	SO4	Final Timeseries_G94C	Final Timeseries_G94D	Final Timeseries_ACME1	Final Timeseries_S362	Final Timeseries_G300	Final Timeseries_S5AS	Final Timeseries_S5A	Final Timeseries_G301	Final Timeseries_G310	Final Timeseries_G251	Final Timeseries_S6	Final Timeseries_G338
4644.999	0	0	0	24.12857143	0	0	0	0	56.78571429	0	0	0	x
4645	0	0	0	23.81428571	0	0	0	0	56.99285714	0	0	0	x
4645.999	0	0	0	23.81428571	0	0	0	0	56.99285714	0	0	0	x
4646	0	0	0	23.5	0	0	0	0	57.2	48.4	0	0	x
4646.999	0	0	0	23.5	0	0	0	0	57.2	48.4	0	0	x
4647	0	0	0	23.49285714	0	0	0	0	57.99285714	0	0	0	x
4647.999	0	0	0	23.49285714	0	0	0	0	57.99285714	0	0	0	x
4648	0	0	0	23.48571429	0	0	0	0	58.78571429	0	0	0	x
4648.999	0	0	0	23.48571429	0	0	0	0	58.78571429	0	0	0	x
4649	0	0	0	23.47857143	0	0	0	0	59.57857143	0	0	0	x
4649.999	0	0	0	23.47857143	0	0	0	0	59.57857143	0	0	0	x
4650	0	0	0	23.47142857	0	0	0	0	60.37142857	0	0	0	x
4650.999	0	0	0	23.47142857	0	0	0	0	60.37142857	0	0	0	x
4651	0	0	0	23.46428571	0	0	0	0	61.16428571	0	0	0	x
4651.999	0	0	0	23.46428571	0	0	0	0	61.16428571	0	0	0	x
4652	0	0	0	23.45714286	0	0	0	0	61.95714286	0	0	0	x
4652.999	0	0	0	23.45714286	0	0	0	0	61.95714286	0	0	0	x
4653	0	0	0	23.45	0	0	0	0	62.75	0	0	0	x
4653.999	0	0	0	23.45	0	0	0	0	62.75	0	0	0	x
4654	0	0	0	23.44285714	0	0	0	0	63.54285714	0	0	0	x
4654.999	0	0	0	23.44285714	0	0	0	0	63.54285714	0	0	0	x
4655	0	0	0	23.43571429	0	0	0	0	64.33571429	0	0	0	x
4655.999	0	0	0	23.43571429	0	0	0	0	64.33571429	0	0	0	x
4656	0	0	0	23.42857143	0	0	0	0	65.12857143	0	0	0	x
4656.999	0	0	0	23.42857143	0	0	0	0	65.12857143	0	0	0	x
4657	0	0	0	23.42142857	0	0	0	0	65.92142857	0	0	0	x
4657.999	0	0	0	23.42142857	0	0	0	0	65.92142857	0	0	0	x
4658	0	0	0	23.41428571	0	0	0	0	66.71428571	0	0	0	x
4658.999	0	0	0	23.41428571	0	0	0	0	66.71428571	0	0	0	x
4659	0	0	0	23.40714286	0	0	0	0	67.50714286	0	0	0	x
4659.999	0	0	0	23.40714286	0	0	0	0	67.50714286	0	0	0	x
4660	0	0	0	23.4	0	0	0	0	68.3	0	0	0	x
4660.999	0	0	0	23.4	0	0	0	0	68.3	0	0	0	x
4661	0	0	0	23.63846154	0	0	0	0	68.23846154	0	0	0	x
4661.999	0	0	0	23.63846154	0	0	0	0	68.23846154	0	0	0	x
4662	0	0	0	23.87692308	0	0	0	0	68.17692308	0	0	0	x
4662.999	0	0	0	23.87692308	0	0	0	0	68.17692308	0	0	0	x
4663	0	0	0	24.11538462	0	0	0	0	68.11538462	0	0	0	x
4663.999	0	0	0	24.11538462	0	0	0	0	68.11538462	0	0	0	x
4664	0	0	0	24.35384615	0	0	0	0	68.05384615	0	0	0	x
4664.999	0	0	0	24.35384615	0	0	0	0	68.05384615	0	0	0	x
4665	0	0	0	24.59230769	0	0	0	0	67.99230769	0	0	0	x
4665.999	0	0	0	24.59230769	0	0	0	0	67.99230769	0	0	0	x
4666	0	0	0	24.83076923	0	0	0	0	67.93076923	0	0	0	x
4666.999	0	0	0	24.83076923	0	0	0	0	67.93076923	0	0	0	x
4667	0	0	0	25.06923077	0	0	0	0	67.86923077	0	0	0	x
4667.999	0	0	0	25.06923077	0	0	0	0	67.86923077	0	0	0	x
4668	0	0	0	25.30769231	0	0	0	0	67.80769231	0	0	0	x
4668.999	0	0	0	25.30769231	0	0	0	0	67.80769231	0	0	0	x
4669	0	0	0	25.54615385	0	0	0	0	0	0	0	0	x
4669.999	0	0	0	25.54615385	0	0	0	0	0	0	0	0	x
4670	0	0	0	25.78461538	0	0	0	0	0	0	0	0	x
4670.999	0	0	0	25.78461538	0	0	0	0	0	0	0	0	x
4671	0	0	0	26.02307692	0	0	0	0	0	0	0	0	x
4671.999	0	0	0	26.02307692	0	0	0	0	0	0	0	0	x
4672	0	0	0	26.26153846	0	0	0	0	0	0	0	0	x
4672.999	0	0	0	26.26153846	0	0	0	0	0	0	0	0	x
4673	0	0	0	26.5	0	0	0	0	0	0	0	0	x
4673.999	0	0	0	26.5	0	0	0	0	0	0	0	0	x
4674	0	0	0	26.32	0	0	0	0	0	0	0	0	x
4674.999	0	0	0	26.32	0	0	0	0	0	0	0	0	x
4675	0	0	0	26.14	0	0	0	0	0	0	0	0	x
4675.999	0	0	0	26.14	0	0	0	0	0	0	0	0	x
4676	0	0	0	25.96	0	0	0	0	65.72	0	0	0	x
4676.999	0	0	0	25.96	0	0	0	0	65.72	0	0	0	x
4677	0	0	0	25.78	0	0	0	0	65.12666667	0	0	0	x
4677.999	0	0	0	25.78	0	0	0	0	65.12666667	0	0	0	x
4678	0	0	0	25.6	0	0	0	0	64.53333333	0	0	0	x
4678.999	0	0	0	25.6	0	0	0	0	64.53333333	0	0	0	x
4679	0	0	0	25.42	0	0	0	0	63.94	0	0	0	x
4679.999	0	0	0	25.42	0	0	0	0	63.94	0	0	0	x
4680	0	0	0	25.24	0	0	0	0	63.34666667	0	0	0	x
4680.999	0	0	0	25.24	0	0	0	0	63.34666667	0	0	0	x
4681	0	0	0	25.06	0	0	0	0	62.75333333	0	0	0	x
4681.999	0	0	0	25.06	0	0	0	0	62.75333333	0	0	0	x
4682	0	0	0	24.88	0	0	0	0	62.16	0	0	0	x
4682.999	0	0	0	24.88	0	0	0	0	62.16	0	0	0	x
4683	0	0	0	24.7	0	0	0	0	61.56666667	0	0	0	x
4683.999	0	0	0	24.7	0	0	0	0	61.56666667	0	0	0	x
4684	0	0	0	24.52	0	0	0	0	60.97333333	0	0	0	x
4684.999	0	0	0	24.52	0	0	0	0	60.97333333	0	0	0	x
4685	0	0	0	24.34	0	0	0	0	60.38	0	0	0	x
4685.999	0	0	0	24.34	0	0	0	0	60.38	0	0	0	x
4686	0	0	0	24.16	0	0	0	0	59.78666667	0	0	0	x
4686.999	0	0	0	24.16	0	0	0	0	59.78666667	0	0	0	x
4687	0	0	0	23.98	0	0	0	0	59.19333333	0	0	0	x
4687.999	0	0	0	23.98	0	0	0	0	59.19333333	0	0	0	x
4688	0	0	0	23.8	0	0	0	0	58.6	0	0	0	x
4688.999	0	0	0	23.8	0	0	0	0	58.6	0	0	0	x
4689	0	0	0	23.87857143	0	0	0	0	58.8	0	0	0	x
4689.999	0	0	0	23.87857143	0	0	0	0	58.8	0	0	0	x
4690	0	0	0	23.95714286	0	0	0	0	59	0	0	0	x
4690.999	0	0	0	23.95714286	0	0	0	0	59	0	0	0	x
4691	0	0	0	24.03571429	0	0	0	0	59.2	0	0	0	x
4691.999	0	0	0	24.03571429	0	0	0	0	59.2	0	0	0	x
4692	0	0	0	24.11428571	0	0	0	0	59.4	0	0	0	x
4692.999	0	0	0	24.11428571	0	0	0	0	59.4	0	0	0	x
4693	0	0	0	24.19285714	0	0	0	0	59.6	0	0	0	x
4693.999	0	0	0	24.19285714	0	0	0	0	59.6	0	0	0	x
4694	0	0	0	24.27142857	0	0	0	0	0	0	0	0	x
4694.999	0	0	0	24.27142857	0	0	0	0	0	0	0	0	x
4695	0	0	0	24.35	0	0	0	0	0	0	0	0	x
4695.999	0	0	0	24.35	0	0	0	0	0	0	0	0	x
4696	0	0	0	24.42857143	0	0	0	0	0	0	0	0	x
4696.999	0	0	0	24.42857143	0	0	0	0	0	0	0	0	x
4697	0	0	0	24.50714286	0	0	0	0	0	0	0	0	x
4697.999	0	0	0	24.50714286	0	0	0	0	0	0	0	0	x
4698	0	0	0	0	0	0	0	0	0	0	0	0	x
4698.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4699	0	0	0	24.66428571	0	0	0	0	0	0	0	0	x
4699.999	0	0	0	24.66428571	0	0	0	0	0	0	0	0	x
4700	0	0	0	24.74285714	0	0	0	0	0	0	0	0	x
4700.999	0	0	0	24.74285714	0	0	0	0	0	0	0	0	x
4701	0	0	0	24.82142857	0	0	0	0	0	0	0	0	x
4701.999	0	0	0	24.82142857	0	0	0	0	0	0	0	0	x
4702	0	0	0	24.9	0	0	0	0	0	0	0	0	x
4702.999	0	0	0	24.9	0	0	0	0	0	0	0	0	x
4703	0	0	0	25.27857143	0	0	0	0	61.43571429	0	0	0	x
4703.999	0	0	0	25.27857143	0	0	0	0	61.43571429	0	0	0	x
4704	0	0	0	0	0	0	0	0	0	0	0	0	x
4704.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4705	0	0	0	0	0	0	0	0	0	0	0	0	x
4705.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4706	0	0	0	0	0	0	0	0	61.54285714	0	0	0	x
4706.999	0	0	0	0	0	0	0	0	61.54285714	0	0	0	x
4707	0	0	0	26.79285714	0	0	0	0	0	0	0	0	x
4707.999	0	0	0	26.79285714	0	0	0	0	0	0	0	0	x
4708	0	0	0	27.17142857	0	0	0	0	0	0	0	0	x
4708.999	0	0	0	27.17142857	0	0	0	0	0	0	0	0	x
4709	0	0	0	0	0	0	0	0	0	0	0	0	x
4709.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4710	0	0	0	0	0	0	0	0	0	0	0	0	x
4710.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4711	0	0	0	0	0	0	0	0	0	0	0	0	x
4711.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4712	0	0	0	0	0	0	0	0	0	0	0	0	x
4712.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4713	0	0	0	0	0	0	0	0	0	0	0	0	x
4713.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4714	0	0	0	0	0	0	0	0	0	0	0	0	x
4714.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4715	0	0	0	0	0	0	0	0	0	0	0	0	x
4715.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4716	0	0	0	0	0	0	0	0	0	0	0	0	x
4716.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4717	0	0	0	0	0	0	0	0	0	0	0	0	x
4717.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4718	0	0	0	0	0	0	0	0	0	0	0	0	x
4718.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4719	0	0	0	0	0	0	0	0	0	0	0	0	x
4719.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4720	0	0	0	0	0	0	0	0	0	0	0	0	x
4720.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4721	0	0	0	0	0	0	0	0	0	0	0	0	x
4721.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4722	0	0	0	0	0	0	0	0	0	0	0	0	x
4722.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4723	0	0	0	0	0	0	0	0	0	0	0	0	x
4723.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4724	0	0	0	0	0	0	0	0	0	0	0	0	x
4724.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4725	0	0	0	0	0	0	0	0	0	0	0	0	x
4725.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4726	0	0	0	0	0	0	0	0	0	0	0	0	x
4726.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4727	0	0	0	0	0	0	0	0	0	0	0	0	x
4727.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4728	0	0	0	0	0	0	0	0	0	0	0	0	x
4728.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4729	0	0	0	0	0	0	0	0	0	0	0	0	x
4729.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4730	0	0	0	0	0	0	0	0	0	0	0	0	x
4730.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4731	0	0	0	44.30666667	0	0	0	0	0	0	0	0	x
4731.999	0	0	0	44.30666667	0	0	0	0	0	0	0	0	x
4732	0	0	0	42.36	0	0	0	0	0	0	0	0	x
4732.999	0	0	0	42.36	0	0	0	0	0	0	0	0	x
4733	0	0	0	40.41333333	0	0	0	0	0	0	0	0	x
4733.999	0	0	0	40.41333333	0	0	0	0	0	0	0	0	x
4734	0	0	0	38.46666667	0	0	0	0	58	0	0	0	x
4734.999	0	0	0	38.46666667	0	0	0	0	58	0	0	0	x
4735	0	0	0	36.52	0	0	0	0	57.16	0	0	0	x
4735.999	0	0	0	36.52	0	0	0	0	57.16	0	0	0	x
4736	0	0	0	34.57333333	0	0	0	0	56.32	0	0	0	x
4736.999	0	0	0	34.57333333	0	0	0	0	56.32	0	0	0	x
4737	0	0	0	32.62666667	0	0	0	0	55.48	0	0	0	x
4737.999	0	0	0	32.62666667	0	0	0	0	55.48	0	0	0	x
4738	0	0	0	30.68	0	0	0	0	0	0	0	0	x
4738.999	0	0	0	30.68	0	0	0	0	0	0	0	0	x
4739	0	0	0	28.73333333	0	0	0	0	0	0	0	0	x
4739.999	0	0	0	28.73333333	0	0	0	0	0	0	0	0	x
4740	0	0	0	26.78666667	0	0	0	0	0	0	0	0	x
4740.999	0	0	0	26.78666667	0	0	0	0	0	0	0	0	x
4741	0	0	0	24.84	0	0	0	0	0	0	0	0	x
4741.999	0	0	0	24.84	0	0	0	0	0	0	0	0	x
4742	0	0	0	0	0	0	0	0	0	0	0	0	x
4742.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4743	0	0	0	0	0	0	0	0	0	0	0	0	x
4743.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4744	0	0	0	0	0	0	0	0	0	24	0	0	x
4744.999	0	0	0	0	0	0	0	0	0	24	0	0	x
4745	0	0	0	0	0	0	0	0	0	0	0	0	x
4745.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4746	0	0	0	0	0	0	0	0	0	0	0	0	x
4746.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4747	0	0	0	0	0	0	0	0	0	0	0	0	x
4747.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4748	0	0	0	0	0	0	0	0	0	0	0	0	x
4748.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4749	0	0	0	0	0	0	0	0	0	0	0	0	x
4749.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4750	0	0	0	0	0	0	0	0	0	0	0	0	x
4750.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4751	0	0	0	0	0	0	0	0	0	0	0	0	x
4751.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4752	0	0	0	0	0	0	0	0	0	0	0	0	x
4752.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4753	0	0	0	0	0	0	0	0	0	0	0	0	x
4753.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4754	0	0	0	0	0	0	0	0	0	0	0	0	x
4754.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4755	0	0	0	0	0	0	0	0	0	0	0	0	x
4755.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4756	0	0	0	0	0	0	0	0	0	0	0	0	x
4756.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4757	0	0	0	0	0	0	0	0	0	0	0	0	x
4757.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4758	0	0	0	0	0	0	0	0	0	0	0	0	x
4758.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4759	0	0	0	0	0	0	0	0	0	0	0	0	x
4759.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4760	0	0	0	0	0	0	0	0	0	0	0	0	x
4760.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4761	0	0	0	0	0	0	0	0	0	0	0	0	x
4761.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4762	0	0	0	23.61428571	0	0	0	0	0	0	0	0	x
4762.999	0	0	0	23.61428571	0	0	0	0	0	0	0	0	x
4763	0	0	0	0	0	0	0	0	0	0	0	0	x
4763.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4764	0	0	0	0	0	0	0	0	0	0	0	0	x
4764.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4765	0	0	0	0	0	0	0	0	0	0	0	0	x
4765.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4766	0	0	0	0	0	0	0	0	50.22857143	0	0	0	x
4766.999	0	0	0	0	0	0	0	0	50.22857143	0	0	0	x
4767	0	0	0	0	0	0	0	0	0	0	0	0	x
4767.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4768	0	0	0	0	0	0	0	0	0	0	0	0	x
4768.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4769	0	0	0	0	0	0	0	0	0	0	0	0	x
4769.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4770	0	0	0	0	0	0	0	0	0	0	0	0	x
4770.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4771	0	0	0	22.52142857	0	0	0	0	0	0	0	0	x
4771.999	0	0	0	22.52142857	0	0	0	0	0	0	0	0	x
4772	0	0	0	22.4	0	0	0	0	0	25.7	0	0	x
4772.999	0	0	0	22.4	0	0	0	0	0	25.7	0	0	x
4773	0	0	0	22.73571429	0	0	0	0	0	0	0	0	x
4773.999	0	0	0	22.73571429	0	0	0	0	0	0	0	0	x
4774	0	0	0	0	0	0	0	0	0	0	0	0	x
4774.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4775	0	0	0	0	0	0	0	0	0	0	0	0	x
4775.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4776	0	0	0	23.74285714	0	0	0	0	49.67142857	0	0	0	x
4776.999	0	0	0	23.74285714	0	0	0	0	49.67142857	0	0	0	x
4777	0	0	0	24.07857143	0	0	0	0	0	0	0	0	x
4777.999	0	0	0	24.07857143	0	0	0	0	0	0	0	0	x
4778	0	0	0	0	0	0	0	0	0	0	0	0	x
4778.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4779	0	0	0	24.75	0	0	0	0	0	0	0	0	x
4779.999	0	0	0	24.75	0	0	0	0	0	0	0	0	x
4780	0	0	0	0	0	0	0	0	0	0	0	0	x
4780.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4781	0	0	0	0	0	0	0	0	0	0	0	0	x
4781.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4782	0	0	0	0	0	0	0	0	0	0	0	0	x
4782.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4783	0	0	0	0	0	0	0	0	0	0	0	0	x
4783.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4784	0	0	0	0	0	0	0	0	0	0	0	0	x
4784.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4785	0	0	0	0	0	0	0	0	0	0	0	0	x
4785.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4786	0	0	0	0	0	0	0	0	0	0	0	0	x
4786.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4787	0	0	0	0	0	0	0	0	0	0	0	0	x
4787.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4788	0	0	0	0	0	0	0	0	0	0	0	0	x
4788.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4789	0	0	0	0	0	0	0	0	0	0	0	0	x
4789.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4790	0	0	0	0	0	0	0	0	0	0	0	0	x
4790.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4791	0	0	0	0	0	0	0	0	0	0	0	0	x
4791.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4792	0	0	0	23.07142857	0	0	0	0	0	0	0	0	x
4792.999	0	0	0	23.07142857	0	0	0	0	0	0	0	0	x
4793	0	0	0	22.4	0	0	0	0	39.4	0	0	0	x
4793.999	0	0	0	22.4	0	0	0	0	39.4	0	0	0	x
4794	0	0	0	21.72857143	0	0	0	0	38.08571429	0	0	0	x
4794.999	0	0	0	21.72857143	0	0	0	0	38.08571429	0	0	0	x
4795	0	0	0	21.05714286	0	0	0	0	36.77142857	0	0	0	x
4795.999	0	0	0	21.05714286	0	0	0	0	36.77142857	0	0	0	x
4796	0	0	0	20.38571429	0	0	0	0	35.45714286	0	0	0	x
4796.999	0	0	0	20.38571429	0	0	0	0	35.45714286	0	0	0	x
4797	0	0	0	19.71428571	0	0	0	0	34.14285714	0	0	0	x
4797.999	0	0	0	19.71428571	0	0	0	0	34.14285714	0	0	0	x
4798	0	0	0	19.04285714	0	0	0	0	32.82857143	0	0	0	x
4798.999	0	0	0	19.04285714	0	0	0	0	32.82857143	0	0	0	x
4799	0	0	0	18.37142857	0	0	0	0	0	0	0	0	x
4799.999	0	0	0	18.37142857	0	0	0	0	0	0	0	0	x
4800	0	0	0	0	0	0	0	0	0	0	0	0	x
4800.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4801	0	0	0	18.06153846	0	0	0	0	31.43076923	0	0	0	x
4801.999	0	0	0	18.06153846	0	0	0	0	31.43076923	0	0	0	x
4802	0	0	0	18.42307692	0	0	0	0	0	0	0	0	x
4802.999	0	0	0	18.42307692	0	0	0	0	0	0	0	0	x
4803	0	0	0	18.78461538	0	0	0	0	0	0	0	0	x
4803.999	0	0	0	18.78461538	0	0	0	0	0	0	0	0	x
4804	0	0	0	19.14615385	0	0	0	0	0	0	0	0	x
4804.999	0	0	0	19.14615385	0	0	0	0	0	0	0	0	x
4805	0	0	0	19.50769231	0	0	0	0	0	0	0	0	x
4805.999	0	0	0	19.50769231	0	0	0	0	0	0	0	0	x
4806	0	0	0	19.86923077	0	0	0	0	0	0	0	0	x
4806.999	0	0	0	19.86923077	0	0	0	0	0	0	0	0	x
4807	0	0	0	20.23076923	0	0	0	0	38.81538462	0	0	0	x
4807.999	0	0	0	20.23076923	0	0	0	0	38.81538462	0	0	0	x
4808	0	0	0	20.59230769	0	0	0	0	40.04615385	0	0	0	x
4808.999	0	0	0	20.59230769	0	0	0	0	40.04615385	0	0	0	x
4809	0	0	0	20.95384615	0	0	0	0	41.27692308	0	0	0	x
4809.999	0	0	0	20.95384615	0	0	0	0	41.27692308	0	0	0	x
4810	0	0	0	21.31538462	0	0	0	0	0	0	0	0	x
4810.999	0	0	0	21.31538462	0	0	0	0	0	0	0	0	x
4811	0	0	0	21.67692308	0	0	0	0	0	0	0	0	x
4811.999	0	0	0	21.67692308	0	0	0	0	0	0	0	0	x
4812	0	0	0	0	0	0	0	0	0	0	0	0	x
4812.999	0	0	0	0	0	0	0	0	0	0	0	0	x
4813	0	0	0	22.4	0	0	0	0	0	0	0	0	x
4813.999	0	0	0	22.4	0	0	0	0	0	0	0	0	x
4814	0	0	0	22.62	0	0	0	0	46.70666667	0	0	0	x
4814.999	0	0	0	22.62	0	0	0	0	46.70666667	0	0	0	x
4815	0	0	0	22.84	0	0	0	0	47.21333333	0	0	0	x
4815.999	0	0	0	22.84	0	0	0	0	47.21333333	0	0	0	x
4816	0	0	0	23.06	0	0	0	0	47.72	0	0	0	x
4816.999	0	0	0	23.06	0	0	0	0	47.72	0	0	0	x
4817	0	0	0	23.28	0	0	0	0	48.22666667	0	0	0	x
4817.999	0	0	0	23.28	0	0	0	0	48.22666667	0	0	0	x
4818	0	0	0	23.5	0	0	0	0	48.73333333	0	0	0	x
4818.999	0	0	0	23.5	0	0	0	0	48.73333333	0	0	0	x
4819	0	0	0	23.72	0	0	0	0	49.24	0	0	0	x
4819.999	0	0	0	23.72	0	0	0	0	49.24	0	0	0	x
4820	0	0	0	23.94	0	0	0	0	49.74666667	23.28	0	0	x
4820.999	0	0	0	23.94	0	0	0	0	49.74666667	23.28	0	0	x
4821	0	0	0	24.16	0	0	0	0	50.25333333	23.92	0	0	x
4821.999	0	0	0	24.16	0	0	0	0	50.25333333	23.92	0	0	x
4822	0	0	0	24.38	0	0	0	0	50.76	0	0	0	x
4822.999	0	0	0	24.38	0	0	0	0	50.76	0	0	0	x
4823	0	0	0	24.6	0	0	0	0	51.26666667	0	0	0	x
4823.999	0	0	0	24.6	0	0	0	0	51.26666667	0	0	0	x
4824	0	0	0	24.82	0	0	0	0	51.77333333	0	0	0	x
4824.999	0	0	0	24.82	0	0	0	0	51.77333333	0	0	0	x
4825	0	0	0	25.04	0	0	0	0	52.28	0	0	0	x
4825.999	0	0	0	25.04	0	0	0	0	52.28	0	0	0	x
4826	0	0	0	25.26	0	0	0	0	52.78666667	0	0	0	x
4826.999	0	0	0	25.26	0	0	0	0	52.78666667	0	0	0	x
4827	0	0	0	25.48	0	0	0	0	0	0	0	0	x
4827.999	0	0	0	25.48	0	0	0	0	0	0	0	0	x
4828	0	0	0	25.7	0	0	0	0	0	0	0	0	x
4828.999	0	0	0	25.7	0	0	0	0	0	0	0	0	x
4829	0	0	0	25.62142857	0	0	0	0	0	0	0	0	x
4829.999	0	0	0	25.62142857	0	0	0	0	0	0	0	0	x
4830	0	0	0	25.54285714	0	0	0	0	0	0	0	0	x
4830.999	0	0	0	25.54285714	0	0	0	0	0	0	0	0	x
4831	0	0	0	25.46428571	0	0	0	0	53.26428571	0	0	0	x
4831.999	0	0	0	25.46428571	0	0	0	0	53.26428571	0	0	0	x
4832	0	0	0	25.38571429	0	0	0	0	53.08571429	0	0	0	x
4832.999	0	0	0	25.38571429	0	0	0	0	53.08571429	0	0	0	x
4833	0	0	0	25.30714286	0	0	0	0	52.90714286	25.47142857	0	0	x
4833.999	0	0	0	25.30714286	0	0	0	0	52.90714286	25.47142857	0	0	x
4834	0	0	0	25.22857143	0	0	0	0	52.72857143	0	0	0	x
4834.999	0	0	0	25.22857143	0	0	0	0	52.72857143	0	0	0	x
4835	0	0	0	25.15	0	0	0	0	52.55	0	0	0	x
4835.999	0	0	0	25.15	0	0	0	0	52.55	0	0	0	x
4836	0	0	0	25.07142857	0	0	0	0	0	0	0	0	x
4836.999	0	0	0	25.07142857	0	0	0	0	0	0	0	0	x
4837	0	0	0	24.99285714	0	0	0	0	0	0	0	0	x
4837.999	0	0	0	24.99285714	0	0	0	0	0	0	0	0	x
4838	0	0	0	24.91428571	0	0	0	0	0	0	0	0	x
4838.999	0	0	0	24.91428571	0	0	0	0	0	0	0	0	x
4839	0	0	0	24.83571429	0	0	0	0	0	0	0	0	x
4839.999	0	0	0	24.83571429	0	0	0	0	0	0	0	0	x
4840	0	0	0	24.75714286	0	0	0	0	0	0	0	0	x
4840.999	0	0	0	24.75714286	0	0	0	0	0	0	0	0	x
4841	0	0	0	24.67857143	0	0	0	0	0	0	0	0	x
4841.999	0	0	0	24.67857143	0	0	0	0	0	0	0	0	x
4842	0	0	0	24.6	0	0	0	0	0	0	0	0	x
4842.999	0	0	0	24.6	0	0	0	0	0	0	0	0	x
4843	0	0	0	25.55	0	0	0	0	0	0	0	0	x
4843.999	0	0	0	25.55	0	0	0	0	0	0	0	0	x
4844	0	0	0	26.5	0	0	0	0	0	0	0	0	x
4844.999	0	0	0	26.5	0	0	0	0	0	0	0	0	x
4845	0	0	0	27.45	0	0	0	0	0	0	0	0	x
4845.999	0	0	0	27.45	0	0	0	0	0	0	0	0	x
4846	0	0	0	28.4	0	0	0	0	49.78571429	0	0	0	x
4846.999	0	0	0	28.4	0	0	0	0	49.78571429	0	0	0	x
4847	0	0	0	29.35	0	0	0	0	49.40714286	0	0	0	x
4847.999	0	0	0	29.35	0	0	0	0	49.40714286	0	0	0	x
4848	0	0	0	30.3	0	0	0	0	49.02857143	0	0	0	x
4848.999	0	0	0	30.3	0	0	0	0	49.02857143	0	0	0	x
4849	0	0	0	31.25	0	0	0	0	48.65	0	0	0	x
4849.999	0	0	0	31.25	0	0	0	0	48.65	0	0	0	x
4850	0	0	0	32.2	0	0	0	0	0	0	0	0	x
