"Date","S39","G94B","G94C","ACME2","ACME1","S362","G300","S5AS","S5A","G301","G310","G251","S6","G338","S10E","S10D","S10C","S10A"
1995-08-26,23.588,NA,NA,0,0,NA,NA,0,4475.885,NA,NA,330.001,6671.234,NA,430.118,1814,1237,1610
1995-08-27,24.034,NA,NA,0,0,NA,NA,0,3741.217,NA,NA,324.31,6612.237,NA,435.773,1846,1152,1487
1995-08-28,24.041,NA,NA,158.73,222.78,NA,NA,0,3252.938,NA,NA,307.959,6980.379,NA,445.056,1969,1124,1501
1995-08-29,24.42,NA,NA,133.67,259.91,NA,NA,0,2593.645,NA,NA,295.997,6636.764,NA,446.224,1960,1170,1607
1995-08-30,24.584,NA,NA,0,37.13,NA,NA,0,2117.037,NA,NA,235.076,6437.506,NA,449.341,2081,1297,1723
1995-08-31,24.738,NA,NA,0,0,NA,NA,0,1536.476,NA,NA,226.391,7091.297,NA,439.004,2086,1260,1676
1995-09-01,37.673,NA,NA,27.85,60.34,NA,NA,0,609.4,NA,NA,231.495,7609.118,NA,421.975,2046,1185,1618
1995-09-02,25.357,NA,NA,0,0,NA,NA,0,1658.074,NA,NA,244.118,8481.312,NA,414.346,2028,1099,1571
1995-09-03,25.452,NA,NA,83.54,104.43,NA,NA,0,1631.94,NA,NA,281.714,8519.527,NA,411.358,2067,1097,1547
1995-09-04,25.541,NA,NA,0,0,NA,NA,0,1117.079,NA,NA,262.907,7982.229,NA,400.771,2050,1080,1515
1995-09-05,78.019,NA,NA,83.54,104.43,NA,NA,0,840.325,NA,NA,258.522,7887.366,NA,386.773,1952,1043,1476
1995-09-06,135.632,NA,NA,183.79,183.33,NA,NA,0,872.905,NA,NA,236.065,8078.147,NA,384.809,1647,1041,1447
1995-09-07,237.936,NA,NA,208.85,69.62,NA,NA,0,1006.647,NA,NA,281.658,7522.581,NA,364.205,1555,983,1384
1995-09-08,62.84,NA,NA,97.46,194.93,NA,NA,0,2283.775,NA,NA,318.829,7158.741,NA,356.145,1507,1023,1480
1995-09-09,197.361,NA,NA,128.1,104.43,NA,NA,0,1039.902,NA,NA,255.999,7513.416,NA,347.564,1466,979,1434
1995-09-10,198.387,NA,NA,0,160.12,NA,NA,0,732.244,NA,NA,243.937,8400.227,NA,342.6,1417,907,1400
1995-09-11,0,NA,NA,194.93,222.78,NA,NA,0,2558.2,NA,NA,250.354,8524.543,NA,369.002,1502,953,1480
1995-09-12,59.268,NA,NA,267.33,334.17,NA,NA,0,2743.163,NA,NA,234.221,8347.52,NA,385.922,1564,954,1512
1995-09-13,248.052,NA,NA,83.54,104.43,NA,NA,0,2753.688,NA,NA,190.777,8470.333,NA,391.846,1749,1039,1438
1995-09-14,346.02,NA,NA,83.54,69.62,NA,NA,0,1405.842,NA,NA,156.534,8082.642,NA,385.117,2007,1060,1396
1995-09-15,448.692,NA,NA,41.77,69.62,NA,NA,0,962.194,NA,NA,159.698,7908.803,NA,366.154,1766,983,1328
1995-09-16,471.396,NA,NA,0,0,NA,NA,0,778.841,NA,NA,189.117,7538.612,NA,352.251,1665,906,1255
1995-09-17,338.877,NA,NA,0,0,NA,NA,0,694.298,NA,NA,205.818,7371.075,NA,336.525,1499,884,1246
1995-09-18,489.784,NA,NA,83.54,104.43,NA,NA,0,0,NA,NA,223.854,7076.257,NA,319.091,1426,857,1200
1995-09-19,395.181,NA,NA,83.54,104.43,NA,NA,0,0,NA,NA,253.091,6569.125,NA,303.266,978,668,838
1995-09-20,491.838,NA,NA,83.54,104.43,NA,NA,0,0,NA,NA,304.233,6082.379,NA,147.092,273,245,244
1995-09-21,493.824,NA,NA,0,0,NA,NA,0,620.956,NA,NA,311.063,5192.083,NA,0.417,0,0,0
1995-09-22,450.418,NA,NA,61.26,69.62,NA,NA,0,487.009,NA,NA,200.166,5260.794,NA,0,0,0,0
1995-09-23,289.846,NA,NA,0,0,NA,NA,0,497.868,NA,NA,239.143,3792.403,NA,0,0,0,0
1995-09-24,445.865,NA,NA,0,0,NA,NA,0,492.375,NA,NA,258.632,4505.868,NA,0,0,0,0
1995-09-25,497.367,NA,NA,0,0,NA,NA,0,472.043,NA,NA,247.976,3711.771,NA,0,0,0,0
1995-09-26,498.166,NA,NA,0,0,NA,NA,0,0,NA,NA,249.777,3326.581,NA,0,0,0,0
1995-09-27,438.526,NA,NA,83.54,69.62,NA,NA,0,29.164,NA,NA,274.493,2961.827,NA,0,0,0,0
1995-09-28,285.068,NA,NA,83.54,69.62,NA,NA,0,0,NA,NA,308.583,2894.414,NA,0,0,0,0
1995-09-29,327.656,NA,NA,0,0,NA,NA,0,653.341,NA,NA,337.016,2562.687,NA,0,0,0,0
1995-09-30,396.273,NA,NA,0,0,NA,NA,0,0,NA,NA,336.225,1968.196,NA,0,0,0,0
1995-10-01,214.648,NA,NA,0,0,NA,NA,0,0,NA,NA,336.676,1944.735,NA,0,0,0,0
1995-10-02,277.702,NA,NA,77.97,64.98,NA,NA,0,640.127,NA,NA,373.951,1560.071,NA,0,0,0,0
1995-10-03,279.11,NA,NA,83.54,69.62,NA,NA,0,678.299,NA,NA,365.892,1725.257,NA,0,0,0,0
1995-10-04,343.556,NA,NA,0,0,NA,NA,0,643.148,NA,NA,335.559,1548.211,NA,0,0,0,0
1995-10-05,353.737,NA,NA,0,0,NA,NA,0,596.852,NA,NA,341.212,1751.264,NA,0,0,0,0
1995-10-06,43.291,NA,NA,77.97,111.39,NA,NA,0,1358.445,NA,NA,328.452,2200.362,NA,0,0,0,0
1995-10-07,76.13,NA,NA,0,0,NA,NA,0,542.191,NA,NA,312.223,2325.096,NA,0,0,0,0
1995-10-08,0,NA,NA,66.83,83.54,NA,NA,0,1885.608,NA,NA,280.097,2293.387,NA,0,0,0,0
1995-10-09,0,NA,NA,0,0,NA,NA,0,2016.24,NA,NA,259.925,4106.954,NA,0,0,0,0
1995-10-10,189.517,NA,NA,83.54,104.43,NA,NA,0,2003.787,NA,NA,240.329,3051.781,NA,0,0,0,0
1995-10-11,506.114,NA,NA,0,0,NA,NA,0,895.391,NA,NA,216.798,3875.197,NA,0,0,0,0
1995-10-12,506.433,NA,NA,0,0,NA,NA,0,733.461,NA,NA,216.28,3980.934,NA,0,0,0,0
1995-10-13,133.917,NA,NA,83.54,104.43,NA,NA,0,652.804,NA,NA,232.937,3798.758,NA,0,0,0,0
1995-10-14,0,NA,NA,41.77,104.43,NA,NA,0,1000.654,NA,NA,304.989,4073.286,NA,0,0,0,0
1995-10-15,0,NA,NA,64.05,122.99,NA,NA,0,1670.228,NA,NA,364.436,4591.379,NA,0,0,0,0
1995-10-16,0,NA,NA,91.9,229.74,NA,NA,0,3545.296,NA,NA,390.177,4633.644,NA,289.524,484,467,472
1995-10-17,0,NA,NA,286.82,259.91,NA,NA,0,4252.381,NA,NA,385.544,5541.102,NA,553.973,1733,1676,1815
1995-10-18,0,NA,NA,401,334.17,NA,NA,744.283,4478.436,NA,NA,382.602,7400.378,NA,550.64,2609,2461,2690
1995-10-19,0,NA,NA,401,334.17,NA,NA,1403.879,4506.542,NA,NA,380.645,7473.046,NA,549.666,2470,2351,2418
1995-10-20,289.142,NA,NA,401,334.17,NA,NA,1402.585,4374.117,NA,NA,379.021,7602.311,NA,549.358,2439,2438,2309
1995-10-21,315.711,NA,NA,401,334.17,NA,NA,1494.977,3853.319,NA,NA,373.85,7360.628,NA,545.493,2373,2365,2212
1995-10-22,394.287,NA,NA,300.75,257.59,NA,NA,215.454,3984.546,NA,NA,365.993,6954.971,NA,536.986,2302,2308,2131
1995-10-23,437.333,NA,NA,192.14,146.2,NA,NA,0,4087.048,NA,NA,332.077,6407.215,NA,520.491,2236,2273,2078
1995-10-24,505.137,NA,NA,125.31,104.43,NA,NA,0,3536.478,NA,NA,272.685,6452.183,NA,503.757,2143,2205,2005
1995-10-25,503.623,NA,NA,125.31,104.43,NA,NA,0,2975.191,NA,NA,244.796,5628.467,NA,492.132,2083,2174,1963
1995-10-26,503.284,NA,NA,0,0,NA,NA,0,2650.317,NA,NA,242.57,5840.785,NA,475.963,2026,2210,2079
1995-10-27,501.558,NA,NA,83.54,104.43,NA,NA,0,2190.72,NA,NA,214.137,5227.082,NA,459.539,1957,2225,2134
1995-10-28,502.015,NA,NA,0,0,NA,NA,0,2006.384,NA,NA,201.169,5105.099,NA,434.066,1901,2213,2095
1995-10-29,548.533,NA,NA,0,0,NA,NA,0,1553.311,NA,NA,199.535,3813.389,NA,409.385,1839,2154,2057
1995-10-30,550.085,NA,NA,83.54,104.43,NA,NA,0,1242.44,NA,NA,204.476,4091.381,NA,392.187,1727,2048,2011
1995-10-31,500.572,NA,NA,175.44,146.2,NA,NA,0,411.36,NA,NA,213.088,3959.684,NA,377.466,1368,1626,1665
1995-11-01,501.074,NA,NA,208.85,181.01,NA,NA,0,897.422,NA,NA,227.507,3217.145,NA,368.402,1159,1305,1413
1995-11-02,533.208,NA,NA,83.54,69.62,NA,NA,0,1001.234,NA,NA,259.483,2652.078,NA,358.222,1155,1316,1396
1995-11-03,501.682,NA,NA,66.83,64.98,NA,NA,0,759.676,NA,NA,287.848,2249.358,NA,347.854,909,1079,1086
1995-11-04,545.143,NA,NA,0,0,NA,NA,0,0,NA,NA,293.223,1969.576,NA,337.284,579,761,621
1995-11-05,577.362,NA,NA,0,0,NA,NA,0,0,NA,NA,305.878,1784.059,NA,329.511,587,783,639
1995-11-06,578.058,NA,NA,0,0,NA,NA,0,0,NA,NA,319.051,1788.193,NA,319.16,594,443,396
1995-11-07,579.023,NA,NA,0,0,NA,NA,0,0,NA,NA,279.065,1808.99,NA,178.233,363,0,0
1995-11-08,580.308,NA,NA,83.54,69.62,NA,NA,0,739.93,NA,NA,180.322,1771.019,NA,0,0,0,0
1995-11-09,581.928,NA,NA,61.26,51.05,NA,NA,0,1010.914,NA,NA,173.299,2002.531,NA,0,0,0,0
1995-11-10,582.766,NA,NA,0,0,NA,NA,0,605.283,NA,NA,178.243,2144.462,NA,0,0,0,0
1995-11-11,579.249,NA,NA,0,0,NA,NA,0,0,NA,NA,181.402,1718.201,NA,0,0,0,0
1995-11-12,588.717,NA,NA,0,0,NA,NA,0,498.393,NA,NA,237.104,1870.219,NA,0,0,0,0
1995-11-13,582.546,NA,NA,0,0,NA,NA,0,0,NA,NA,247.035,1716.751,NA,0,0,0,0
1995-11-14,583.232,NA,NA,0,0,NA,NA,0,618.617,NA,NA,269.461,1536.303,NA,0,0,0,0
1995-11-15,584.154,NA,NA,0,0,NA,NA,0,483.847,NA,NA,293.091,1561.047,NA,0,0,0,0
1995-11-16,612.403,NA,NA,0,0,NA,NA,0,465.81,NA,NA,288.874,1567.562,NA,0,0,0,0
1995-11-17,610.035,NA,NA,72.4,60.34,NA,NA,0,485.057,NA,NA,298.742,1149.466,NA,0,0,0,0
1995-11-18,586.405,NA,NA,0,0,NA,NA,0,516.882,NA,NA,296.526,947.951,NA,0,0,0,0
1995-11-19,666.999,NA,NA,0,0,NA,NA,0,600.274,NA,NA,326.717,638.507,NA,0,0,0,0
1995-11-20,627.212,NA,NA,0,0,NA,NA,0,516.69,NA,NA,316.559,357.008,NA,0,0,0,0
1995-11-21,628.828,NA,NA,0,0,NA,NA,0,499.832,NA,NA,315.936,158.538,NA,0,0,0,0
1995-11-22,552.14,NA,NA,77.97,64.98,NA,NA,0,512.21,NA,NA,313.403,93.422,NA,0,0,0,0
1995-11-23,563.807,NA,NA,0,0,NA,NA,0,0,NA,NA,310.227,301.503,NA,0,0,0,0
1995-11-24,581.192,NA,NA,0,0,NA,NA,0,645.984,NA,NA,328.53,365.063,NA,0,0,0,0
1995-11-25,581.593,NA,NA,0,0,NA,NA,0,514.058,NA,NA,330.844,153.676,NA,0,0,0,0
1995-11-26,582.128,NA,NA,0,0,NA,NA,0,515.927,NA,NA,315.486,203.783,NA,0,0,0,0
1995-11-27,581.363,NA,NA,0,0,NA,NA,0,515.159,NA,NA,311.788,219.881,NA,0,0,0,0
1995-11-28,580.432,NA,NA,0,0,NA,NA,0,493.444,NA,NA,315.276,153.211,NA,0,0,0,0
1995-11-29,403.423,NA,NA,50.12,23.21,NA,NA,0,486.507,NA,NA,310.907,111.117,NA,0,0,0,0
1995-11-30,487.49,NA,NA,0,0,NA,NA,0,341.081,NA,NA,311.661,318.597,NA,0,0,0,0
1995-12-01,523.225,NA,NA,0,0,NA,NA,0,505.205,NA,NA,329.697,341.563,NA,0,0,0,0
1995-12-02,581.859,NA,NA,0,0,NA,NA,0,0,NA,NA,312.193,774.404,NA,0,0,0,0
1995-12-03,561.166,NA,NA,0,0,NA,NA,0,593.465,NA,NA,329.908,1021.456,NA,0,0,0,0
1995-12-04,550.457,NA,NA,0,0,NA,NA,0,459.545,NA,NA,331.339,593.48,NA,0,0,0,0
1995-12-05,551.304,NA,NA,0,0,NA,NA,0,500.948,NA,NA,321.945,923.171,NA,0,0,0,0
1995-12-06,551.371,NA,NA,0,0,NA,NA,0,1.046,NA,NA,331.325,1890.116,NA,0,0,0,0
1995-12-07,496.121,NA,NA,0,0,NA,NA,0,636.129,NA,NA,332.086,2301.396,NA,0,0,0,0
1995-12-08,375.518,NA,NA,0,0,NA,NA,0,418.115,NA,NA,332.793,2423.061,NA,0,0,0,0
1995-12-09,398.343,NA,NA,0,0,NA,NA,0,0,NA,NA,331.599,2880.383,NA,0,0,0,0
1995-12-10,360.367,NA,NA,0,0,NA,NA,0,466.605,NA,NA,335.074,2266.467,NA,0,0,0,0
1995-12-11,327.063,NA,NA,0,0,NA,NA,0,490.773,NA,NA,337.819,2411.257,NA,0,0,0,0
1995-12-12,428.744,NA,NA,0,0,NA,NA,0,0,NA,NA,336.01,2311.3,NA,0,0,0,0
1995-12-13,345.927,NA,NA,0,0,NA,NA,0,0,NA,NA,335.077,2474.353,NA,0,0,0,0
1995-12-14,189.962,NA,NA,50.12,37.13,NA,NA,0,553.062,NA,NA,336.919,2217.891,NA,0,0,0,0
1995-12-15,227.115,NA,NA,0,0,NA,NA,0,492.242,NA,NA,339.181,2019.089,NA,0,0,0,0
1995-12-16,381.734,NA,NA,0,0,NA,NA,0,0,NA,NA,340.313,2038.786,NA,0,0,0,0
1995-12-17,427.938,NA,NA,0,0,NA,NA,0,519.111,NA,NA,341.518,2044.665,NA,0,0,0,0
1995-12-18,384.315,NA,NA,0,0,NA,NA,0,0,NA,NA,336.988,1970.522,NA,0,0,0,0
1995-12-19,329.912,NA,NA,0,0,NA,NA,0,306.318,NA,NA,344.195,1448.092,NA,0,0,0,0
1995-12-20,291.591,NA,NA,0,0,NA,NA,0,0,NA,NA,331.615,946.563,NA,0,0,0,0
1995-12-21,369.293,NA,NA,0,0,NA,NA,0,0,NA,NA,349.611,434.069,NA,0,0,0,0
1995-12-22,426.703,NA,NA,0,0,NA,NA,0,0,NA,NA,349.424,1001.061,NA,0,0,0,0
1995-12-23,264.018,NA,NA,0,0,NA,NA,0,0,NA,NA,350.525,894.779,NA,0,0,0,0
1995-12-24,375.975,NA,NA,0,0,NA,NA,0,0,NA,NA,350.007,296.756,NA,0,0,0,0
1995-12-25,363.66,NA,NA,0,0,NA,NA,0,0,NA,NA,349.392,584.102,NA,0,0,0,0
1995-12-26,353.591,NA,NA,0,0,NA,NA,0,659.466,NA,NA,347.743,240.048,NA,0,0,0,0
1995-12-27,353.853,NA,NA,0,0,NA,NA,0,0,NA,NA,348.776,442.672,NA,0,0,0,0
1995-12-28,352.557,NA,NA,0,0,NA,NA,0,0,NA,NA,349.423,672.942,NA,0,0,0,0
1995-12-29,353.171,NA,NA,0,0,NA,NA,0,715.558,NA,NA,346.881,619.183,NA,0,0,0,0
1995-12-30,343.432,NA,NA,0,0,NA,NA,0,0,NA,NA,345.117,1031.459,NA,0,0,0,0
1995-12-31,246.274,NA,NA,0,0,NA,NA,0,0,NA,NA,345.141,735.687,NA,0,0,0,0
1996-01-01,290.055,NA,NA,0,0,NA,NA,0,0,NA,NA,347.16,858.513,NA,0,0,0,0
1996-01-02,380.083,NA,NA,0,0,NA,NA,0,469.95,NA,NA,348.472,1571.728,NA,0,0,0,0
1996-01-03,98.063,NA,NA,61.26,55.69,NA,NA,0,763.963,NA,NA,347.447,2414.716,NA,0,0,0,0
1996-01-04,234.64,NA,NA,0,0,NA,NA,0,768.693,NA,NA,342.94,2854.713,NA,0,0,0,0
1996-01-05,364.012,NA,NA,0,0,NA,NA,0,526.084,NA,NA,338.872,2911.074,NA,0,0,0,0
1996-01-06,392.344,NA,NA,0,0,NA,NA,0,0,NA,NA,338.789,3336.425,NA,0,0,0,0
1996-01-07,139.115,NA,NA,0,0,NA,NA,0,0,NA,NA,337.534,2983.937,NA,0,0,0,0
1996-01-08,313.108,NA,NA,0,0,NA,NA,0,703.715,NA,NA,345.183,2920.811,NA,0,0,0,0
1996-01-09,237.704,NA,NA,0,0,NA,NA,0,501.734,NA,NA,344.92,3067.168,NA,0,0,0,0
1996-01-10,285.761,NA,NA,0,0,NA,NA,0,509.007,NA,NA,342.484,2877.09,NA,0,0,0,0
1996-01-11,358.619,NA,NA,0,0,NA,NA,0,0,NA,NA,316.643,2945.724,NA,0,0,0,0
1996-01-12,356.9,NA,NA,0,0,NA,NA,0,856.327,NA,NA,289.373,3056.066,NA,0,0,0,0
1996-01-13,358.906,NA,NA,0,0,NA,NA,0,0,NA,NA,347.361,2769.358,NA,0,0,0,0
1996-01-14,374.057,NA,NA,0,0,NA,NA,0,0,NA,NA,344.659,3293.886,NA,0,0,0,0
1996-01-15,378.529,NA,NA,0,0,NA,NA,0,0,NA,NA,345.374,3557.384,NA,0,0,0,0
1996-01-16,428.855,NA,NA,15.78,13.92,NA,NA,0,876.042,NA,NA,315.395,3111.426,NA,0,0,0,0
1996-01-17,360.745,NA,NA,0,0,NA,NA,0,732.597,NA,NA,346.213,3565.511,NA,0,0,0,0
1996-01-18,355.909,NA,NA,0,0,NA,NA,0,655.122,NA,NA,341.839,3692.646,NA,0,0,0,0
1996-01-19,356.898,NA,NA,15.78,13.92,NA,NA,0,507.104,NA,NA,366.168,3320.189,NA,0,0,0,0
1996-01-20,359.074,NA,NA,0,0,NA,NA,0,0,NA,NA,332.944,3802.15,NA,0,0,0,0
1996-01-21,356.356,NA,NA,0,0,NA,NA,0,0,NA,NA,353.674,3486.765,NA,0,0,0,0
1996-01-22,358.286,NA,NA,7.89,6.96,NA,NA,0,751.17,NA,NA,380.287,3363.994,NA,0,0,0,0
1996-01-23,357.916,NA,NA,0,0,NA,NA,0,633.326,NA,NA,382.653,3617.009,NA,0,0,0,0
1996-01-24,357.725,NA,NA,0,0,NA,NA,0,507.72,NA,NA,360.46,3017.804,NA,0,0,0,0
1996-01-25,245.29,NA,NA,0,0,NA,NA,0,0,NA,NA,356.18,2752.86,NA,0,0,0,0
1996-01-26,328.606,NA,NA,30.63,27.85,NA,NA,0,0,NA,NA,383.388,2867.724,NA,0,0,0,0
1996-01-27,334.123,NA,NA,0,0,NA,NA,0,675.973,NA,NA,400.027,1935.85,NA,0,0,0,0
1996-01-28,391.872,NA,NA,0,0,NA,NA,0,0,NA,NA,401.314,1454.923,NA,0,0,0,0
1996-01-29,426.034,NA,NA,0,0,NA,NA,0,0,NA,NA,399.485,1679.219,NA,0,0,0,0
1996-01-30,340.808,NA,NA,51.05,76.58,NA,NA,0,0,NA,NA,382.588,1659.437,NA,0,0,0,0
1996-01-31,354.209,NA,NA,0,0,NA,NA,0,698.154,NA,NA,386.106,1623.163,NA,0,0,0,0
1996-02-01,354.269,NA,NA,0,0,NA,NA,0,534.004,NA,NA,379.163,1386.792,NA,0,0,0,0
1996-02-02,419.498,NA,NA,0,0,NA,NA,0,446.603,NA,NA,342.361,1271.226,NA,0,0,0,0
1996-02-03,336.436,NA,NA,0,0,NA,NA,0,0,NA,NA,358.353,1111.037,NA,0,0,0,0
1996-02-04,429.249,NA,NA,0,0,NA,NA,0,0,NA,NA,362.786,1656.587,NA,0,0,0,0
1996-02-05,404.02,NA,NA,0,0,NA,NA,0,0,NA,NA,351.298,1286.934,NA,182.186,265,0,0
1996-02-06,396.819,NA,NA,0,0,NA,NA,0,0,NA,NA,324.633,1016.807,NA,386.828,800,0,0
1996-02-07,171.977,NA,NA,0,0,NA,NA,0,3.983,NA,NA,302.996,1468.436,NA,369.75,759,0,0
1996-02-08,0,NA,NA,0,0,NA,NA,0,0,NA,NA,338.017,992.047,NA,357.691,740,0,0
1996-02-09,64.235,NA,NA,0,0,NA,NA,0,66.793,NA,NA,358.144,339.863,NA,348.181,731,0,0
1996-02-10,0,NA,NA,0,0,NA,NA,0,0,NA,NA,384.278,1024.323,NA,340.161,725,0,0
1996-02-11,0,NA,NA,0,0,NA,NA,0,0,NA,NA,404.407,1263.848,NA,330.684,716,0,0
1996-02-12,0,NA,NA,0,0,NA,NA,0,0,NA,NA,403.902,1008.512,NA,318.73,708,0,0
1996-02-13,0,NA,NA,0,0,NA,NA,0,0,NA,NA,402.349,999.549,NA,310.966,700,0,0
1996-02-14,0,NA,NA,0,0,NA,NA,0,0,NA,NA,358.336,980.866,NA,302.754,691,0,0
1996-02-15,0,NA,NA,0,0,NA,NA,0,11.681,NA,NA,377.879,699.203,NA,295.737,377,0,0
1996-02-16,44.823,NA,NA,0,0,NA,NA,0,524.488,NA,NA,341.247,1210.854,NA,301.423,0,0,0
1996-02-17,0,NA,NA,0,0,NA,NA,0,0,NA,NA,341.036,1650.412,NA,301.088,0,0,0
1996-02-18,0,NA,NA,0,0,NA,NA,0,0,NA,NA,337.767,1118.947,NA,298.939,0,0,0
1996-02-19,0,NA,NA,0,0,NA,NA,0,0,NA,NA,316.21,1379.416,NA,298.124,0,0,0
1996-02-20,33.579,NA,NA,0,0,NA,NA,0,0,NA,NA,273.553,822.231,NA,294.975,0,0,0
1996-02-21,113.917,NA,NA,0,0,NA,NA,0,0,NA,NA,276.005,1247.293,NA,292.444,0,0,0
1996-02-22,8.2,NA,NA,0,0,NA,NA,0,0,NA,NA,297.373,1319.483,NA,289.287,0,0,0
1996-02-23,40.682,NA,NA,0,0,NA,NA,0,53.633,NA,NA,247.531,1730.967,NA,284.099,0,0,0
1996-02-24,111.645,NA,NA,0,0,NA,NA,0,0,NA,NA,161.099,1297.997,NA,280.063,0,0,0
1996-02-25,82.334,NA,NA,0,0,NA,NA,0,0,NA,NA,133.382,1073.443,NA,278.203,0,0,0
1996-02-26,49.131,NA,NA,0,0,NA,NA,0,0,NA,NA,194.486,1363.297,NA,276.27,0,0,0
1996-02-27,20.347,NA,NA,0,0,NA,NA,0,0,NA,NA,138.483,1580.455,NA,271.464,0,0,0
1996-02-28,8.4,NA,NA,0,13.92,NA,NA,0,0,NA,NA,92.206,1379.434,NA,265.084,0,0,0
1996-02-29,22.956,NA,NA,15.78,0,NA,NA,0,0,NA,NA,69.641,1185.889,NA,260.255,0,0,0
1996-03-01,0,NA,NA,0,0,NA,NA,0,0,NA,NA,114.07,1166.487,NA,249.525,0,0,0
1996-03-02,0,NA,NA,0,0,NA,NA,0,0,NA,NA,139.109,1248.886,NA,249.713,0,0,0
1996-03-03,0,NA,NA,0,0,NA,NA,0,0,NA,NA,139.2,1411.975,NA,251.317,0,0,0
1996-03-04,28.961,NA,NA,0,0,NA,NA,0,0,NA,NA,87.191,1090.688,NA,256.2,0,0,0
1996-03-05,97.417,NA,NA,0,0,NA,NA,0,0,NA,NA,69.707,1181.466,NA,248.493,0,0,0
1996-03-06,0,NA,NA,0,0,NA,NA,0,0,NA,NA,69.489,743.22,NA,234.02,0,0,0
1996-03-07,12.117,NA,NA,0,0,NA,NA,0,0,NA,NA,27.428,809.387,NA,222.918,0,0,0
1996-03-08,38.666,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1340.474,NA,212.44,0,0,0
1996-03-09,0,NA,NA,0,0,NA,NA,0,0,NA,NA,16.942,1337.29,NA,206.463,0,0,0
1996-03-10,0,NA,NA,0,0,NA,NA,0,0,NA,NA,70.253,1390.941,NA,210.477,0,0,0
1996-03-11,0,NA,NA,69.62,58.01,NA,NA,0,312.546,NA,NA,182.475,2302.867,NA,254.478,0,0,0
1996-03-12,0,NA,NA,41.77,37.13,NA,NA,0,2144.111,NA,NA,301.305,2160.918,NA,313.735,0,0,0
1996-03-13,19.135,NA,NA,0,0,NA,NA,0,994.125,NA,NA,313.855,1477.65,NA,331.489,0,0,0
1996-03-14,0,NA,NA,0,0,NA,NA,0,0,NA,NA,279.09,857.711,NA,314.77,0,0,0
1996-03-15,0,NA,NA,0,0,NA,NA,0,0,NA,NA,282.813,1258.644,NA,304.408,0,0,0
1996-03-16,0,NA,NA,0,0,NA,NA,0,0,NA,NA,333.043,1583.256,NA,300.129,0,0,0
1996-03-17,0,NA,NA,0,0,NA,NA,0,0,NA,NA,301.956,1260.477,NA,292.249,0,0,0
1996-03-18,0,NA,NA,94.68,83.54,NA,NA,0,0,NA,NA,248.172,1130.556,NA,279.054,0,0,0
1996-03-19,0,NA,NA,0,0,NA,NA,0,0,NA,NA,265.061,1025.991,NA,272.358,0,0,0
1996-03-20,0,NA,NA,0,0,NA,NA,0,0,NA,NA,276.539,1008.9,NA,273.137,0,0,0
1996-03-21,0,NA,NA,0,0,NA,NA,0,0,NA,NA,276.562,1340.444,NA,260.225,0,0,0
1996-03-22,0,NA,NA,0,0,NA,NA,0,0,NA,NA,276.377,1475.079,NA,258.732,0,0,0
1996-03-23,36.828,NA,NA,0,0,NA,NA,0,0,NA,NA,248.901,1175.524,NA,257.262,0,0,0
1996-03-24,81.232,NA,NA,0,0,NA,NA,0,0,NA,NA,163.406,1071.583,NA,257.008,0,0,0
1996-03-25,7.246,NA,NA,0,0,NA,NA,0,0,NA,NA,97.821,1064.846,NA,252.827,0,0,0
1996-03-26,0,NA,NA,0,0,NA,NA,0,0,NA,NA,69.764,1063.494,NA,243.271,0,0,0
1996-03-27,0,NA,NA,0,0,NA,NA,0,0,NA,NA,69.59,1062.042,NA,240.6,0,0,0
1996-03-28,0,NA,NA,0,62.66,NA,NA,0,63.597,NA,NA,69.373,1669.213,NA,232.696,0,0,0
1996-03-29,0,NA,NA,71.01,55.69,NA,NA,0,0,NA,NA,69.636,1847.767,NA,229.304,0,0,0
1996-03-30,0,NA,NA,44.56,0,NA,NA,0,0,NA,NA,123.459,1831.699,NA,223.758,0,0,0
1996-03-31,0,NA,NA,72.4,104.43,NA,NA,0,2318.649,NA,NA,305.3,2594.815,NA,272.221,0,0,0
1996-04-01,0,NA,NA,45.95,46.41,NA,NA,0,3378.304,NA,NA,309.892,3067.14,NA,330.15,0,0,0
1996-04-02,0,NA,NA,0,0,NA,NA,0,1115.875,NA,NA,232.416,2915.837,NA,325.531,358,0,0
1996-04-03,0,NA,NA,0,0,NA,NA,0,0,NA,NA,156.254,3867.21,NA,294.92,722,0,0
1996-04-04,0,NA,NA,0,0,NA,NA,0,42.837,NA,NA,136.875,2926.496,NA,272.09,696,0,0
1996-04-05,0,NA,NA,0,0,NA,NA,0,0,NA,NA,138.262,3064.898,NA,254.193,682,0,0
1996-04-06,0,NA,NA,0,0,NA,NA,0,0,NA,NA,139.186,3442.878,NA,238.024,668,0,0
1996-04-07,0,NA,NA,0,0,NA,NA,0,0,NA,NA,152.51,3198.077,NA,225.651,658,0,0
1996-04-08,0,NA,NA,84.93,139.24,NA,NA,0,538.01,NA,NA,221.62,3132.817,NA,243.059,662,0,0
1996-04-09,0,NA,NA,32.49,32.49,NA,NA,0,814.507,NA,NA,258.411,3321.352,NA,272.28,639,343,367
1996-04-10,263.619,NA,NA,0,0,NA,NA,0,685.115,NA,NA,207.058,3543.396,NA,256.446,572,615,669
1996-04-11,471.635,NA,NA,0,0,NA,NA,0,83.085,NA,NA,160.057,3159.565,NA,207.238,654,748,833
