"Date","S39","G94B","G94C","ACME2","ACME1","S362","G300","S5AS","S5A","G301","G310","G251","S6","G338","S10E","S10D","S10C","S10A"
2010-05-09,0,0,0,0,NA,12.224,0,0,0,0,0,0,2966.024,0,NA,1188,1146,0
2010-05-10,0,0,56.137,0,NA,31.733,0,0,0,0,0,0,2864.984,0,NA,1175,1129,0
2010-05-11,0,0,81.209,0,NA,0,0,0,0,0,0,0,3046.712,0,NA,1152,1104,0
2010-05-12,0,0,76.129,0,NA,33.979,0,0,0,0,0,0,2906.526,0,NA,1131,1081,0
2010-05-13,0,0,36.573,0,NA,0,0,0,0,0,0,0,2533.21,0,NA,1114,1065,0
2010-05-14,0,0,24.406,0,NA,30.182,0,0,0,0,0,0,2251.897,0,NA,1176,445,0
2010-05-15,0,0,0,0,NA,0,0,0,0,0,0,0,2112.684,0,NA,1282,0,0
2010-05-16,0,0,0,0,NA,22.6,0,0,0,0,0,0,2185.534,0,NA,1291,0,0
2010-05-17,0,0,0,0,NA,10.241,0,0,0,0,0,0,2300.851,0,NA,1350,0,0
2010-05-18,0,0,0,0,NA,37.811,0,0,608.227,0,0,0,2263.3,0,NA,1363,0,0
2010-05-19,0,0,0,0,NA,0,0,0,126.281,0,0,0,2069.055,0,NA,1371,0,0
2010-05-20,0,0,0,0,NA,94.2,0,0,0,0,45.204,0,2156.95,0,NA,1207,0,0
2010-05-21,0,0,0,0,NA,0,0,0,0,0,44.871,0,2030.255,0,NA,980,0,0
2010-05-22,0,0,0,0,NA,32.102,0,0,0,0,30.196,0,2374.818,0,NA,953,0,0
2010-05-23,0,0,0,0,NA,0,0,0,0,0,20.781,0,2626.794,0,NA,926,0,0
2010-05-24,0,0,0,0,NA,33.278,0,0,0,0,19.986,0,2235.394,0,NA,436,0,0
2010-05-25,0,0,0,0,NA,0,0,0,0,0,0,0,2178.115,0,NA,0,0,0
2010-05-26,0,0,0,0,NA,0,0,0,0,0,0,0,2215.573,0,NA,0,0,0
2010-05-27,1.147,0,0,0,NA,36.218,0,0,0,0,0,0,2096.333,0,NA,0,0,0
2010-05-28,0,0,0,0,NA,0,0,0,0,0,0,0,2111.592,0,NA,0,0,0
2010-05-29,0,0,0,0,NA,10.544,0,0,0,0,0,0,1895.275,0,NA,0,0,0
2010-05-30,0,0,0,0,NA,23.832,0,0,0,0,0,0,1477.836,0,NA,0,0,0
2010-05-31,0,0,0,0,NA,0,0,0,0,0,0,0,1421.824,0,NA,0,0,0
2010-06-01,0,0,0,0,NA,33.661,0,0,1811.689,0,0,0,1382.412,0,NA,0,0,0
2010-06-02,50.636,0,0,0,NA,396.386,0,0,1977.662,0,478.116,0,1476.915,0,NA,0,0,0
2010-06-03,229.395,0,0.33,0,NA,416.635,0,0,1692.833,0,1309.363,124.213,1450.311,0,NA,51,0,0
2010-06-04,262.394,0,0.691,0,NA,296.125,0,0,2669.245,0,1927.71,177.103,1951.421,0,NA,225,0,0
2010-06-05,263.582,0,0,0,NA,35.418,0,0,1400.459,0,2266.77,251.484,1925.954,0,NA,427,0,0
2010-06-06,263.171,0,0,0,NA,2.141,0,0,686.713,0,1656.728,208.006,2381.875,0,NA,450,0,0
2010-06-07,241.512,0,0,0,NA,148.253,0,0,963.025,0,790.389,84.331,1804.09,0,NA,871,648,0
2010-06-08,234.833,0,0,0,NA,40.348,0,0,511.111,0,777.992,213.407,1849.445,0,NA,1325,1410,0
2010-06-09,250.91,0,0,0,NA,0,0,0,0,0,415.4,258.59,1582.051,0,NA,1286,1364,0
2010-06-10,256.679,0,0,0,NA,33.627,0,0,0,0,282.411,191.846,926.454,0,NA,1257,1324,0
2010-06-11,133.048,0,0,0,NA,39.617,0,0,0,0,0,64.608,535.893,0,NA,1200,1272,0
2010-06-12,0,0,0,0,NA,0,0,0,0,0,46.793,0,569.166,0,NA,1149,1247,0
2010-06-13,0,0,0,0,NA,33.925,0,0,0,0,75.737,0,662.709,0,NA,1113,1199,0
2010-06-14,69.388,0,0,0,NA,39.063,0,0,0,0,52.768,0,528.373,0,NA,758,820,0
2010-06-15,81.391,0,0,0,NA,41.014,0,0,0,0,37.868,0,527.175,0,NA,0,0,0
2010-06-16,0,0,0,0,NA,14.955,0,0,0,0,35.251,0,370.417,0,NA,0,0,0
2010-06-17,13.977,0,0,0,NA,76.765,0,0,0,0,46.969,19.649,0.139,0,NA,0,0,0
2010-06-18,58.09,0,0,0,NA,77.587,0,0,0,0,56.295,65.277,0,0,NA,0,0,0
2010-06-19,0,0,0,0,NA,118.56,0,0,0,0,0,36.081,422.882,0,NA,0,0,0
2010-06-20,0,0,0,0,NA,148.138,0,0,0,0,35.113,0,441.938,0,NA,0,0,0
2010-06-21,3.762,0,0,0,NA,0,0,0,0,0,32.75,0,456.384,0,NA,0,0,0
2010-06-22,91.587,0,0,0,NA,67.403,0,0,366.943,0,32.421,0,629.309,0,NA,0,0,0
2010-06-23,136.495,0,0,0,NA,0,0,0,10.352,0,36.324,0,291.41,0,NA,0,0,0
2010-06-24,390.389,0,0,0,NA,0,0,0,130.573,0,21.213,0,351.329,0,NA,0,0,0
2010-06-25,514.442,0,0,0,NA,68.451,0,0,421.718,0,0,0,283.7,0,NA,0,0,0
2010-06-26,568.113,0,0,0,NA,0,0,0,686.096,0,28.08,0,377.634,0,NA,0,0,0
2010-06-27,305.652,0,0,0,NA,0,0,0,877.407,0,0,0,339.17,0,NA,0,0,0
2010-06-28,104.228,0,0,0,NA,0,0,0,56.077,0,216.517,0,0,0,NA,0,0,0
2010-06-29,13.064,0,0,0,NA,70.385,0,0,42.655,0,386.562,0,105.906,0,NA,0,0,0
2010-06-30,49.411,0,0,0,NA,0,0,0,0,0,374.734,0,398.479,0,NA,0,0,0
2010-07-01,49.5,0,0,0,NA,0,0,0,0,0,286.123,0,622.965,0,NA,0,0,0
2010-07-02,88.06,0,0,0,NA,62.6,0,0,317.798,0,392.813,0,632.678,0,NA,0,0,0
2010-07-03,73.939,0,0,0,NA,0,0,0,407.887,0,109.623,22.22,534.11,0,NA,0,0,0
2010-07-04,296.01,0,0,0,NA,37.204,0,0,826.704,0,328.052,54.737,1006.241,0,NA,0,0,0
2010-07-05,332.275,0,0,0,NA,116.056,0,0,1354.082,0,983.722,99.73,2205.338,0,NA,0,0,0
2010-07-06,333.084,0,0,0,NA,0,0,0,2005.069,0,949.648,140.584,2493.401,0,NA,0,0,0
2010-07-07,291.885,0,0,0,NA,96.905,0,0,840.362,0,941.119,300.13,1798.33,0,NA,519,0,0
2010-07-08,324.709,0,0,0,NA,0,0,0,563.817,0,937.455,225.259,2524.842,0,NA,731,0,0
2010-07-09,121.492,0,0,0,NA,66.969,0,0,0,0,844.597,147.204,3034.4,0,NA,723,0,0
2010-07-10,172.949,0,0,0,NA,0,0,0,0,0,481.913,60.776,3587.468,0,NA,750,0,0
2010-07-11,360.814,0,0,0,NA,0,0,0,0,0,188.792,71.82,2581.223,0,NA,764,0,0
2010-07-12,360.72,0,0,0,NA,78.359,0,0,0,0,167.343,71.595,2749.366,0,NA,818,0,0
2010-07-13,332.016,0,12.696,0,NA,0,0,0,0,0,96.782,43.754,2078.088,0,NA,332,0,0
2010-07-14,265.742,0,0,0,NA,90.945,0,0,0,0,88.014,0,1679.923,0,NA,0,0,0
2010-07-15,329.89,0,15.493,0,NA,48.324,0,0,0,0,21.641,0,1718.095,0,NA,0,0,0
2010-07-16,24.557,0,0,0,NA,102.791,0,0,0,0,99.14,0,1323.665,0,NA,0,0,0
2010-07-17,256.44,0,0,0,NA,74.685,0,0,0,0,13.034,0,1015.728,0,NA,0,0,0
2010-07-18,208.094,0,0,0,NA,0,0,0,0,0,0,0,420.71,0,NA,0,0,0
2010-07-19,129.393,0,0,0,NA,0,0,0,0,0,1.826,0,599.381,0,NA,0,0,0
2010-07-20,135.446,0,0,0,NA,69.327,0,0,0,0,0,0,518.947,0,NA,0,0,0
2010-07-21,144.564,0,0,0,NA,0,0,0,0,0,6.627,0,483.437,0,NA,0,0,0
2010-07-22,210.196,0,9.736,0,NA,0,0,0,0,0,11.332,0,233.521,0,NA,0,0,0
2010-07-23,19.573,0,0,0,NA,107.099,0,0,0,0,13.103,0.853,217.516,0,NA,0,0,0
2010-07-24,0,0,0,0,NA,0,0,0,0,0,0,0,808.36,0,NA,0,0,0
2010-07-25,0,0,0,0,NA,28.475,0,0,0,0,0,0,276.307,0,NA,0,0,0
2010-07-26,0,0,24.295,0,NA,39.953,0,0,0,0,0,0,128.863,0,NA,0,0,0
2010-07-27,0,0,23.826,0,NA,10.199,0,0,0,0,0,0,264.522,0,NA,0,0,0
2010-07-28,0,0,23.91,0,NA,66.552,0,0,0,0,0,0,247.421,0,NA,0,0,0
2010-07-29,0,0,0,0,NA,0,0,0,0,0,0,0,278.828,0,NA,0,0,0
2010-07-30,7.674,0,23.997,0,NA,63.877,0,0,0,0,0,0,226.775,0,NA,0,0,0
2010-07-31,0,0,0,0,NA,3.45,0,0,0,0,0,0,362.081,0,NA,0,0,0
2010-08-01,0,0,0,0,NA,0,0,0,0,0,0,0,549.486,0,NA,0,0,0
2010-08-02,0,0,0,0,NA,83.687,0,0,0,0,0,0,170.408,0,NA,0,0,0
2010-08-03,0,0,0,0,NA,87.49,0,0,0,0,0,0,166.226,0,NA,0,0,0
2010-08-04,0,0,0,0,NA,10.461,0,0,0,0,19.008,0,216.045,0,NA,0,0,0
2010-08-05,0,0,0,0,NA,85.388,0,0,500.492,0,19.079,0,216.369,0,NA,0,0,0
2010-08-06,0,0,0,0,NA,70.796,0,0,453.304,0,0,0,270.707,0,NA,0,0,0
2010-08-07,0,0,0,0,NA,0,0,0,0,0,31.274,0,233.593,0,NA,0,0,0
2010-08-08,0,0,0,0,NA,114.58,0,0,0,0,129.823,0,620.349,0,NA,0,0,0
2010-08-09,0,0,0,0,NA,108.042,0,0,602.083,0,165.117,0,449.294,0,NA,0,0,0
2010-08-10,0,0,0,0,NA,68.025,0,0,194.472,0,310.125,24.91,852.341,0,NA,0,0,0
2010-08-11,0.033,0,0,0,NA,24.037,0,0,582.092,0,417.327,150.954,298.288,0,NA,0,0,0
2010-08-12,0,0,0,0,NA,81.034,0,0,0,0,507.597,0,427.777,0,NA,0,0,0
2010-08-13,0,0,0,0,NA,0,0,0,0,0,31.759,76.989,637.42,0,NA,0,0,0
2010-08-14,0,0,0,0,NA,70.229,0,0,0,0,47.919,137.516,464.141,0,NA,0,0,0
2010-08-15,0,0,0,0,NA,0,0,0,0,0,8.009,60.584,478.935,0,NA,0,0,0
2010-08-16,0,0,0,0,NA,72.53,0,0,249.202,0,36.629,0,518.729,0,NA,0,0,0
2010-08-17,0,0,0,0,NA,82.243,0,0,507.544,0,154.993,0,841.05,0,NA,0,0,0
2010-08-18,0,0,25.956,0,NA,0,0,0,1484.715,0,183.465,0,356.461,0,NA,0,0,0
2010-08-19,0,0,29.307,0,NA,69.288,0,0,1073.701,0,755.745,140.276,542.235,0,NA,0,0,0
2010-08-20,0,0,44.025,0,NA,NA,0,0,1469.7,0,604.96,246.634,284.155,0,NA,0,0,0
2010-08-21,0,0,0,0,NA,42.535,0,0,1310.804,0,961.008,77.616,535.572,0,NA,0,0,0
2010-08-22,0,0,0,0,NA,64.175,0,0,915.053,0,1529.407,3.481,355.964,0,NA,0,0,0
2010-08-23,0,0,0,0,NA,74.71,0,0,1786.27,0,1672.853,0.096,855.122,0,NA,0,0,0
2010-08-24,0,0,31.618,0,NA,0,0,0,1157.005,0,1780.3,0,1232.019,0,NA,0,0,0
2010-08-25,0,0,25.102,0,NA,83.596,0,0,812.79,0,1530.888,0,1679.751,0,NA,0,0,0
2010-08-26,0,0,0,0,NA,0,0,0,747.112,0,1276.328,0,1513.672,0,NA,0,0,0
2010-08-27,0,0,0,0,NA,87.033,0,0,910.353,0,767.337,0,1192.072,0,NA,0,0,0
2010-08-28,0,0,0,0,NA,69.147,0,0,790.985,0,748.709,0,1596.594,0,NA,0,0,0
2010-08-29,0,0,0,0,NA,0,0,0,515.177,0,820.771,0,1769.21,0,NA,0,0,0
2010-08-30,0,0,0,0,NA,98.268,0,0,952.952,0,725.691,89.434,2018.21,0,NA,0,0,0
2010-08-31,0,0,0,0,NA,63.621,0,0,1202.452,0,710.606,187.168,1958.246,0,NA,0,0,0
2010-09-01,0,0,0,0,NA,28.871,0,0,670.853,0,684.587,203.111,1905.931,0,NA,0,0,0
2010-09-02,0,0,0,0,NA,83.978,0,0,351.503,0,678.938,203.825,1699.368,0,NA,0,0,0
2010-09-03,0,0,0,0,NA,85.036,0,0,0,0,523.425,203.067,1692.746,0,NA,0,0,0
2010-09-04,0,0,0,0,NA,17.433,0,0,0,0,331.994,167.791,1265.071,0,NA,0,0,0
2010-09-05,0,0,0,0,NA,89.3,0,0,681.491,0,182.502,112.543,1305.642,0,NA,0,0,0
2010-09-06,0,0,0,0,NA,119.892,0,0,772.117,0,182.969,68.752,1276.782,0,NA,0,0,0
2010-09-07,0,0,0,0,NA,110.164,0,0,1336.98,0,623.76,57.81,1071.714,0,NA,0,0,0
2010-09-08,0,0,0,0,NA,135.369,0,0,1904.672,0,1237.771,254.813,993.124,0,NA,0,0,0
2010-09-09,0,0.093,0,0,NA,46.018,0,0,1601.109,0,1399.164,265.934,959.072,0,NA,0,0,0
2010-09-10,0,0,0,0,NA,102.994,0,0,1371.984,0,1410.755,155.73,1127.502,0,NA,0,0,0
2010-09-11,0,0,0,0,NA,82.932,0,0,875.104,0,1243.407,77.347,1404.835,0,NA,0,0,0
2010-09-12,0,0,0,0,NA,97.128,0,0,543.329,0,743.051,56.293,1479.307,0,NA,0,0,0
2010-09-13,0,0,0,0,NA,54.607,0,0,385.421,0,728.401,120.073,412.075,0,NA,0,0,0
2010-09-14,0,0,0,0,NA,76.157,0,0,626.766,0,569.553,200.468,462.238,0,NA,0,0,0
2010-09-15,0,0,0,0,NA,121.733,0,0,0,0,496.019,157.012,830.585,0,NA,0,0,0
2010-09-16,0,0,0,0,NA,135.899,0,0,0,0,343.744,133.495,839.618,0,NA,0,0,0
2010-09-17,0,0,0,0,NA,180.201,0,0,0,0,64.934,132.95,493.965,0,NA,0,0,0
2010-09-18,0,0,0,0,NA,133.978,0,0,0,0,167.02,71.785,561.028,0,NA,0,0,0
2010-09-19,0,0,0,0,NA,45.479,0,0,0,0,58.734,67.332,276.044,0,NA,0,0,0
2010-09-20,0,0,0,0,NA,39.705,0,0,0,0,31.48,67.2,158.899,0,NA,0,0,0
2010-09-21,0,0,0,0,NA,107.885,0,0,0,0,0,28.339,84.596,0,NA,0,0,0
2010-09-22,0,0,0,0,NA,122.489,0,0,0,0,0,0,606.117,0,NA,0,0,0
2010-09-23,0,0,0,0,NA,198.873,0,0,0,0,17.49,0,194.544,0,NA,0,0,0
2010-09-24,0,0,0,0,NA,162.388,0,0,457.586,0,0,0,526.562,0,NA,0,0,0
2010-09-25,0,0,0,0,NA,175.377,0,0,0,0,40.428,0,481.591,0,NA,0,0,0
2010-09-26,0,0,0,0,NA,116.76,0,0,0,0,80.944,0,75.589,0,NA,0,0,0
2010-09-27,0,0,0,0,NA,63.35,0,0,0,0,49.337,27.58,502.018,0,NA,0,0,0
2010-09-28,0,0,0,0,NA,77.499,0,0,1026.576,0,31.717,27.14,659.806,0,NA,0,0,0
2010-09-29,0,0,0,0,NA,234.767,0,0,846.278,0,485.689,168.375,612.445,0,NA,0,0,0
2010-09-30,4.041,0,0,0,NA,236.056,0,0,526.878,0,724.34,200.487,768.86,0,NA,0,0,0
2010-10-01,0,0,0,0,NA,172.677,0,0,0,0,478.218,200.014,420.489,0,NA,0,0,0
2010-10-02,0,0,0,0,NA,107.269,0,0,0,0,340.938,33.619,746.354,0,NA,0,0,0
2010-10-03,0,0,0,0,NA,86.326,0,0,0,0,0,83.249,584.736,0,NA,0,0,0
2010-10-04,0,0,0,0,NA,113.279,0,0,0,0,30.496,0,120.818,0,NA,0,0,0
2010-10-05,0,0,0,0,NA,42.966,0,0,0,0,103.4,0,360.441,0,NA,0,0,0
2010-10-06,0,0,53.892,0,NA,171.394,0,0,0,0,49.006,0,202.8,0,NA,0,0,0
2010-10-07,0,0,93.726,0,NA,111.362,0,0,0,0,45.613,0,471.668,0,NA,0,0,0
2010-10-08,0,0,39.205,0,NA,95.059,0,0,0,0,19.337,0,589.747,0,NA,0,0,0
2010-10-09,0,0,0,0,NA,79.099,0,0,0,0,0,0,268.26,0,NA,0,0,0
2010-10-10,0,0,0,0,NA,77.799,0,0,0,0,0,0,157.295,0,NA,0,0,0
2010-10-11,0,0,0,0,NA,0,0,0,0,0,0,0,381.351,0,NA,0,0,0
2010-10-12,0,0,0,0,NA,107.883,0,0,0,0,0,0,158.168,0,NA,0,0,0
2010-10-13,0,0,0,0,NA,113.396,0,0,0,0,0,84.994,13.473,0,NA,0,0,0
2010-10-14,0.305,0,0,0,NA,79.387,0,0,0,0,0,37.517,243.863,0,NA,0,0,0
2010-10-15,0,0,0,0,NA,129.816,0,0,0,0,0,0,200.815,0,NA,0,0,0
2010-10-16,0,0,0,0,NA,109.889,0,0,0,0,0,0,202.929,0,NA,0,0,0
2010-10-17,0,0,0,0,NA,83.928,0,0,0,0,0,0,244.781,0,NA,0,0,0
2010-10-18,0,0,0,0,NA,9.17,0,0,0,0,0,0,154.043,0,NA,0,0,0
2010-10-19,0,0,0,0,NA,65.572,0,0,0,0,53.09,0,199.097,0,NA,0,0,0
2010-10-20,0,0,0,0,NA,85.72,0,0,0,0,0,0,0,0,NA,0,0,0
2010-10-21,0,0,0,0,NA,8.007,0,0,0,0,0,0,112.545,0,NA,0,0,0
2010-10-22,52.273,0,0,0,NA,72.271,0,0,0,0,0,0,467.078,0,NA,0,0,0
2010-10-23,0,0,0,0,NA,0,0,0,0,0,0,0,113.851,0,NA,0,0,0
2010-10-24,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0
2010-10-25,0,0,0,0,NA,60.834,0,0,0,0,0,0,101.48,0,NA,0,0,0
2010-10-26,0,0,0,0,NA,0,0,0,0,0,0,0,191.477,0,NA,0,0,0
2010-10-27,0,0,0,0,NA,0,0,0,0,0,0,0,111.709,0,NA,0,0,0
2010-10-28,0,0,0,0,NA,22.393,0,0,0,0,0,0,183.902,0,NA,0,0,0
2010-10-29,0,0,0,0,NA,34.83,0,0,0,0,0,0,169.581,0,NA,0,0,0
2010-10-30,0,0,0,0,NA,34.554,0,0,0,0,0,0,38.289,0,NA,0,0,0
2010-10-31,0,0,0,0,NA,15.705,0,0,0,0,0,0,70.878,0,NA,0,0,0
2010-11-01,0,0,0,0,NA,14.118,0,0,0,0,0,0,70.941,0,NA,0,0,0
2010-11-02,0,0,0,0,NA,52.923,0,0,0,0,0,0,380.458,0,NA,0,0,0
2010-11-03,0,0,0,0,NA,30.364,0,0,0,0,0,0,137.51,0,NA,0,0,0
2010-11-04,0,0,0,0,NA,29.91,0,0,448.406,0,0,0,113.309,0,NA,0,0,0
2010-11-05,0,0,0,0,NA,29.295,0,0,0,0,0,0,390.159,0,NA,0,0,0
2010-11-06,0,0,0,0,NA,42.802,0,0,0,0,0,0,24.006,0,NA,0,0,0
2010-11-07,0,0,0,0,NA,26.845,0,0,0,0,0,0,264.145,0,NA,0,0,0
2010-11-08,0,0,0,0,NA,28.482,0,0,0,0,0,0,11.744,0,NA,0,0,0
2010-11-09,0,0,0,0,NA,17.923,0,0,0,0,0,0,75.714,0,NA,0,0,0
2010-11-10,0,0,0,0,NA,19.84,0,0,0,0,0,0,172.69,0,NA,0,0,0
2010-11-11,0,0,0,0,NA,0,0,0,0,0,0,0,189.763,0,NA,0,0,0
2010-11-12,0,0,0,0,NA,20.772,0,0,0,0,0,0,0,0,NA,0,0,0
2010-11-13,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0
2010-11-14,0,0,0,0,NA,0,0,0,0,0,0,0,302.175,0,NA,0,0,0
2010-11-15,0,0,0,0,NA,20.514,0,0,0,0,0,0,104.31,0,NA,0,0,0
2010-11-16,0,0,0,0,NA,0,0,0,0,0,0,0,148.49,0,NA,0,0,0
2010-11-17,0,0,0,0,NA,0,0,0,0,0,0,0,76.774,0,NA,0,0,0
2010-11-18,19.364,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0
2010-11-19,67.942,0,37.556,0,NA,0,0,0,0,0,0.061,0,109.488,0,NA,0,0,0
2010-11-20,0,0,120.6,0,NA,0,0,0,0,0,0,0,181.247,0,NA,0,0,0
2010-11-21,0,0,38.94,0,NA,0,0,0,0,0,0,0,205.427,0,NA,0,0,0
2010-11-22,0,0,0,0,NA,0,0,0,0,0,0,0,123.554,0,NA,0,0,0
2010-11-23,135.506,0,0,0,NA,0,0,0,0,0,0,0,220.822,0,NA,0,0,0
2010-11-24,9.286,0,0,0,NA,0,0,0,0,0,3.036,0,0,0,NA,0,0,0
2010-11-25,86.052,0,0,0,NA,0,0,0,0,0,0,0,228.398,0,NA,0,0,0
2010-11-26,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0
2010-11-27,0,0,73.225,0,NA,0,0,0,0,0,0,0,115.269,0,NA,0,0,0
2010-11-28,0,0,40.705,0,NA,0,0,0,0,0,0,0,77.927,0,NA,0,0,0
2010-11-29,0,0,0,0,NA,0,0,0,0,0,73.069,0,103.233,0,NA,0,0,0
2010-11-30,48.374,0,0,0,NA,0,0,0,0,0,0,0,114.811,0,NA,0,0,0
2010-12-01,36.567,0,0,0,NA,52.177,0,0,0,0,0,0,330.322,0,NA,0,0,0
2010-12-02,47.769,0,35.104,0,NA,22.487,0,0,0,0,0,0,44.562,0,NA,0,0,0
2010-12-03,32.861,0,48.912,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0
2010-12-04,106.441,0,80.578,0,NA,0,0,0,0,0,0,0,22.13,0,NA,0,0,0
2010-12-05,72.769,0,117.112,0,NA,0,0,0,0,0,0,0,17.952,0,NA,0,0,0
2010-12-06,32.231,0,149.363,0,NA,0,0,0,0,0,0,0,62.944,0,NA,0,0,0
2010-12-07,108.278,0,157.182,0,NA,0,0,0,0,0,0,0,217.717,0,NA,0,0,0
2010-12-08,59.837,0,55.933,0,NA,1.242,0,0,0,0,0,0,28.458,0,NA,0,0,0
2010-12-09,45.703,0,0,0,NA,0.663,0,0,23.256,0,0,0,262.047,0,NA,0,0,0
2010-12-10,100.85,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0
2010-12-11,22.413,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0
2010-12-12,79.604,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0
2010-12-13,166.216,0,100.329,0,NA,0.083,0,0,0,0,0.125,0,0,0,NA,0,0,0
2010-12-14,16.001,0,109.689,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0
2010-12-15,61.864,0,53.276,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0
2010-12-16,99.913,0,0,0,NA,0,0,0,0,0,0,0,334.734,0,NA,0,0,0
2010-12-17,84.927,0,0,0,NA,0,0,0,203.47,0,0,0,139.638,0,NA,0,0,0
2010-12-18,11.804,0,0,0,NA,0,0,0,0,0,0,0,29.703,0,NA,0,0,0
2010-12-19,0,0,0,0,NA,8.066,0,0,0,0,0,0,255.116,0,NA,0,0,0
2010-12-20,0,0,0,0,NA,41.467,0,0,380.986,0,0,0,185.616,0,NA,0,0,0
2010-12-21,0,0,0,0,NA,0,0,0,251.719,0,0,0,6.444,0,NA,0,0,0
2010-12-22,0,0,0,0,NA,0,0,0,265.059,0,0,0,144.948,0,NA,0,0,0
2010-12-23,44.181,0,0,0,NA,0,0,0,207.195,0,0,0,375.335,0,NA,0,0,0
2010-12-24,23.205,0,0,0,NA,0,0,0,0,0,0,0,161.304,0,NA,0,0,0
2010-12-25,0,0,0,0,NA,0,0,0,0,0,0,0,1.634,0,NA,0,0,0
2010-12-26,0,0,103.657,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0
2010-12-27,95.244,0,141.741,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0
2010-12-28,0,0,127.531,0,NA,25.464,0,0,0,0,0,0,108.673,0,NA,0,0,0
2010-12-29,88.49,0,41.765,0,NA,0,0,0,207.869,0,0,0,337.91,0,NA,0,0,0
2010-12-30,0.603,0,0.464,0,NA,0,0,0,289.243,0,0,0,0,0,NA,0,0,0
2010-12-31,100.122,0,0,0,NA,0,0,0,0,0,0,0,162.397,0,NA,0,0,0
2011-01-01,15.578,0,81.806,0,NA,0,0,0,0,0,0,0,313.683,0,NA,0,0,0
2011-01-02,87.753,0,132.803,0,NA,0,0,0,0,0,0,0,140.984,0,NA,0,0,0
2011-01-03,0,0,127.779,0,NA,0,0,0,251.142,0,0,0,9.525,0,NA,0,0,0
2011-01-04,89.224,0,125.367,0,NA,0,0,0,266.949,0,0,0,232.456,0,NA,0,0,0
2011-01-05,0,0,44.068,0,NA,0,0,0,277.171,0,0,0,135.917,0,NA,0,0,0
2011-01-06,8.37,0,0,0,NA,0,0,0,345.485,0,0,0,378.025,0,NA,0,0,0
2011-01-07,0.214,0,0,0,NA,0,0,0,593.975,0,0,0,90.165,0,NA,0,0,0
2011-01-08,0,0,0,0,NA,0,0,0,569.603,0,0,0,165.736,0,NA,0,0,0
2011-01-09,0,0,0,0,NA,0,0,0,93.219,0,0,0,1.049,0,NA,0,0,0
2011-01-10,0,0,0,0,NA,0,0,0,0,0,0,0,90.971,0,NA,0,0,0
2011-01-11,0,0,0,0,NA,0,0,0,0,0,27.907,0,150.265,0,NA,0,0,0
2011-01-12,0,0,0,0,NA,0,0,0,0,0,0,0,150.111,0,NA,0,0,0
2011-01-13,44.712,0,0,0,NA,0,0,0,0,0,0,0,175.117,0,NA,0,0,0
2011-01-14,132.094,0,0,0,NA,0,0,0,0,0,0,0,59.186,0,NA,0,0,0
2011-01-15,110.367,0,0,0,NA,0,0,0,0,0,0,0,173.2,0,NA,0,0,0
2011-01-16,31.761,0,0,0,NA,0,0,0,0,0,0,0,147.262,0,NA,0,0,0
2011-01-17,46.429,0,0,0,NA,0,0,0,0,0,0,0,181.293,0,NA,0,0,0
2011-01-18,34.486,0,0,0,NA,0,0,0,0,0,0,0,109.872,0,NA,0,0,0
2011-01-19,126.373,0,0,0,NA,0,0,0,0,0,0,0,225.317,0,NA,0,0,0
2011-01-20,80.926,0,0,0,NA,0,0,0,0,0,0,0,167.608,0,NA,0,0,0
2011-01-21,0,0,0,0,NA,0,0,0,370.317,0,0,0,98.6,0,NA,0,0,0
2011-01-22,0,0,0,0,NA,0,0,0,863.694,0,0,0,374.222,0,NA,0,0,0
2011-01-23,0,0,0,0,NA,0,0,0,353.107,0,0,0,7.628,0,NA,0,0,0
2011-01-24,121.055,0,0,0,NA,0,0,0,520.871,0,0,0,21.589,0,NA,0,0,0
2011-01-25,44.32,0,0,0,NA,27.582,0,0,846.776,0,489.781,94.58,266.473,0,NA,0,0,0
2011-01-26,0,0,0,0,NA,366.539,0,0,1138.468,0,677.526,104.893,417.727,0,NA,0,0,0
2011-01-27,0,0,0,0,NA,163.709,0,0,964.999,0,509.428,134.316,325.146,0,NA,0,0,0
2011-01-28,61.053,0,0,0,NA,0.166,0,0,251.614,0,300.398,35.852,161.078,0,NA,0,0,0
2011-01-29,36.621,0,0,0,NA,0,0,0,0,0,141.613,72.34,269.095,0,NA,0,0,0
2011-01-30,0,0,0,0,NA,0,0,0,0,0,116.402,0,399.624,0,NA,0,0,0
2011-01-31,45.198,0,0,0,NA,0,0,0,0,0,487.06,0,236.085,0,NA,0,0,0
2011-02-01,127.154,0,0,0,NA,18.25,0,0,0,0,400.897,0,208.297,0,NA,0,0,0
